VIL Call Data Records

DESTIP:-2a03:1b20:000a:f011:0000:0000:0000:e606
Report Type:-DOT Report
From Date:-2026-06-01
From Time:-14:00:00
Till Date:-2026-06-01
Till Time:-16:00:00
AuditId:-132322719_164200578_DOT
Report Date:-2026-06-08 15:18:58

SR.NO.,IMSI,IMEI,MSISDN,MAC ID,Source IP,Source Port,Destination IP,Destination Port,Translated IP,Translated Port,First Cell ID-Name/Location,Session Start date & time,Session End date & time,Duration in sec,Data Volume Uplink,Data Volume Downlink,PGW IP address,Charging ID,Access Point Name,PDP Address IPv4,PDP Address IPv6,CGI-ld,RAT,PDP-type,ESIM,IP_TYPE
3394,404205970060370,8645170595936381,9769278470,"",2402:3a80:1655:abe0:0:3:b314:8a01,39496,2a03:1b20:a:f011::e01c,6881,"","",404205221641622723,01/06/2026 15:02:15,01/06/2026 15:02:31,16,615,372,112.110.84.80,23102764,www,"",2402:3a80:1655:abe0:0:3:b314:8a01,404205221641622723,4G,IPV6,N,DYNAMIC
5861,405848324559651,3562114726364101,7449839293,"",2402:3a80:42e0:d339:0178:5634:1232:5476,53434,2a03:1b20:a:f011::::e226,2978,"","",404305720140526622,01/06/2026 15:46:39,01/06/2026 16:05:31,1800,6588081,217428334,203.88.11.17,272353733,internet,10.112.105.231,2402:3a80:42e0:d339:0178:5634:1232:5476,404305720140526622,4G,IPv4v6,N,DYNAMIC
602,404051850534800,8672710583759501,9429928606,"",2402:3a80:4400:92d1:0:18:ca9e:1b01,48552,2a03:1b20:a:f011::e302,6635,"","",40405512854572051,01/06/2026 14:10:01,01/06/2026 14:10:01,0,477,163,203.88.19.32,156326307,www,"",2402:3a80:4400:92d1:0:18:ca9e:1b01,40405512854572051,4G,IPV6,N,DYNAMIC
3031,404242412629080,8612750505435916,9624329155,"",2402:3a80:15b7:c4dd:0:9:6079:5a01,53621,2a03:1b20:a:f011::e324,49656,"","",404052000242571452,01/06/2026 14:55:36,01/06/2026 14:55:36,0,152,0,112.110.84.40,58237513,internet,"",2402:3a80:15b7:c4dd:0:9:6079:5a01,404052000242571452,4G,IPV6,N,DYNAMIC
6213,404113776671714,8664870706563000,9382121519,"",2402:3a80:92c:fdb0:0:47:ca32:f01,50066,2a03:1b20:a:f011::e015,8107,"","",404605202848007932,01/06/2026 15:52:59,01/06/2026 15:52:59,0,0,163,203.88.1.37,529738779,www,"",2402:3a80:92c:fdb0:0:47:ca32:f01,404605202848007932,4G,IPV6,N,DYNAMIC
105,405672374420997,3567273302261801,9733280440,"",2402:3a80:434c:3aff:0478:5634:1232:5476,43295,2a03:1b20:a:f011::::e319,53975,"","",405675719941348722,01/06/2026 14:00:10,01/06/2026 14:01:03,1800,46146220,59127942,203.88.18.189,1075973397,www,10.25.202.81,2402:3a80:434c:3aff:0478:5634:1232:5476,405675719941348722,4G,IPv4v6,N,DYNAMIC
1201,404051816028656,3538564634914301,9825786168,"",2402:3a80:15b1:11f3:0:4a:4b93:8b01,50562,2a03:1b20:a:f011::e305,51413,"","",40405200635215982,01/06/2026 14:21:18,01/06/2026 14:21:18,0,0,145,112.110.84.40,608262391,www,"",2402:3a80:15b1:11f3:0:4a:4b93:8b01,40405200635215982,4G,IPV6,N,DYNAMIC
2879,404196203012362,3590798650086301,8891623112,"",2402:3a80:1cb0:f680:0:46:3869:e001,55314,2a03:1b20:a:f011::e015,8107,"","",404195824943187511,01/06/2026 14:52:43,01/06/2026 14:52:43,0,113,0,203.88.29.2,481695342,internet,"",2402:3a80:1cb0:f680:0:46:3869:e001,404195824943187511,4G,IPV6,N,DYNAMIC
4356,404195811013207,3517342430595346,7558869672,"",2402:3a80:1e03:5d4f:0:46:1ec9:8e01,6881,2a03:1b20:a:f011::e331,11280,"","",404226502724748451,01/06/2026 15:19:39,01/06/2026 15:19:39,0,0,163,203.88.29.1,478863182,internet,"",2402:3a80:1e03:5d4f:0:46:1ec9:8e01,404226502724748451,4G,IPV6,N,DYNAMIC
709,405672426006334,3548896635069701,7076105728,"",2402:3a80:4144:ddf9:0378:5634:1232:5476,54385,2a03:1b20:a:f011::::e209,21738,"","",405675717241482622,01/06/2026 14:12:24,01/06/2026 14:30:28,1800,1193170,622305,203.88.21.226,807797381,www,10.221.107.254,2402:3a80:4144:ddf9:0378:5634:1232:5476,405675717241482622,4G,IPv4v6,N,DYNAMIC
2541,405751638882207,3504380521998601,7577075367,"",2402:3a80:1c53:5a7c:00ac:79b9:6c95:b0d9,11569,2a03:1b20:a:f011::::e204,35378,"","",405751538638037422,01/06/2026 14:46:47,01/06/2026 14:57:46,1800,7408534,208344200,203.88.20.197,1880319877,www,10.102.109.131,2402:3a80:1c53:5a7c:0778:5634:1232:5476,405751538638037422,4G,IPv4v6,N,DYNAMIC
4635,404195498306586,8629120724545915,7025574085,"",2402:3a80:4451:5064:0:52:37b2:6401,60027,2a03:1b20:a:f011::e401,8388,"","",404195823843190613,01/06/2026 15:24:51,01/06/2026 15:24:51,0,0,163,112.79.96.160,870731183,internet,"",2402:3a80:4451:5064:0:52:37b2:6401,404195823843190613,4G,IPV6,N,DYNAMIC
1483,404051845473013,8674980578572323,7874207127,"",2402:8100:27d0:3fad:0:46:ffea:a01,37246,2a03:1b20:a:f011::e401,8388,"","",40405250818928691,01/06/2026 14:27:07,01/06/2026 14:27:07,0,0,163,112.110.108.193,506896271,www,"",2402:8100:27d0:3fad:0:46:ffea:a01,40405250818928691,4G,IPV6,N,DYNAMIC
2141,404242410463971,8664100778480122,9714822709,"",2402:3a80:1b7a:7d7c:0:69:a734:1d01,55209,2a03:1b20:a:f011::e401,8388,"","",40405596628079862,01/06/2026 14:39:19,01/06/2026 14:39:37,18,615,372,203.88.1.49,1680427215,internet,"",2402:3a80:1b7a:7d7c:0:69:a734:1d01,40405596628079862,4G,IPV6,N,DYNAMIC
4443,404195822397402,8668320899432329,9961915896,"",2402:3a80:4442:f2b1:0:48:6bc2:8901,39561,2a03:1b20:a:f011::e324,49656,"","",404195617280067610,01/06/2026 15:21:00,01/06/2026 15:21:00,0,152,0,112.79.96.160,549949846,internet,"",2402:3a80:4442:f2b1:0:48:6bc2:8901,404195617280067610,4G,IPV6,N,DYNAMIC
930,404113777176585,8622230563457501,9911740695,"",2402:8100:31d8:947b:0:20:573:9001,22082,2a03:1b20:a:f011::e024,6881,"","",404115273741086152,01/06/2026 14:16:35,01/06/2026 14:16:35,0,467,163,112.110.64.137,201262956,www,"",2402:8100:31d8:947b:0:20:573:9001,404115273741086152,4G,IPV6,N,DYNAMIC
5753,404784642298910,8657000562640100,7049083136,"",2402:8100:2787:37f:e4bb:164a:c560:1a11,38841,2a03:1b20:a:f011::e324,49656,"","",40478606604511083,01/06/2026 15:44:29,01/06/2026 15:45:33,1279,3208165,47370078,112.110.102.185,921246917,internet,10.11.226.13,2402:8100:2787:037f:e4bb:164a:c560:1a11,40478606604511083,4G,IPv4v6,N,DYNAMIC
6370,404051937263253,8668300416078339,9727178403,"",2402:8100:2992:a6a8:0:2b:de91:6701,37918,2a03:1b20:a:f011::e401,8388,"","",404155517482259441,01/06/2026 15:56:21,01/06/2026 15:56:21,0,152,0,112.110.68.32,274733579,www,"",2402:8100:2992:a6a8:0:2b:de91:6701,404155517482259441,4G,IPV6,N,DYNAMIC
5250,404242302683009,8661860684215016,8140631828,"",2402:3a80:4668:42fa:0:8:1c9e:cf01,41083,2a03:1b20:a:f011::e204,35378,"","",40405250998047961,01/06/2026 15:35:36,01/06/2026 15:35:36,0,152,0,203.88.12.129,51526587,internet,"",2402:3a80:4668:42fa:0:8:1c9e:cf01,40405250998047961,4G,IPV6,N,DYNAMIC
720,405672377576756,8691980514511178,7384850988,"",2402:3a80:4700:c71b:904e:b4ee:c86b:08a9,6881,2a03:1b20:a:f011::::e401,8388,"","",405675703540427323,01/06/2026 14:12:32,01/06/2026 14:25:11,1082,23185545,294813098,203.88.3.135,271027157,www,10.144.36.181,2402:3a80:4700:c71b:0178:5634:1232:5476,405675703540427323,4G,IPv4v6,N,DYNAMIC
6108,404438084485270,8691330417227619,8111004778,"",2402:3a80:1326:4f20:0:32:6a89:da01,47675,2a03:1b20:a:f011::e015,15524,"","",404845400340461531,01/06/2026 15:51:03,01/06/2026 15:51:03,0,0,152,203.88.18.64,315212173,www,"",2402:3a80:1326:4f20:0:32:6a89:da01,404845400340461531,4G,IPV6,N,DYNAMIC
88,405672428095002,3561311008268501,7001782985,"",2402:3a80:411a:f2d9:64c6:dc44:34ed:89b7,6881,2a03:1b20:a:f011::::e024,6881,"","",405675712040154423,01/06/2026 13:59:32,01/06/2026 14:19:50,1696,13084960,90889663,203.88.21.224,1612947989,www,10.205.138.2,2402:3a80:411a:f2d9:0678:5634:1232:5476,405675712040154423,4G,IPv4v6,N,DYNAMIC
3058,404205912274054,3583581030393301,9820865418,"",2402:3a80:165e:95cf:0:20:5a2:fb01,40373,2a03:1b20:a:f011::e015,8107,"","",404205221249577873,01/06/2026 14:56:14,01/06/2026 14:56:31,17,498,152,112.110.84.80,200264752,www,"",2402:3a80:165e:95cf:0:20:5a2:fb01,404205221249577873,4G,IPV6,N,DYNAMIC
5826,404205906499951,8694580780447175,7738062117,"",2402:3a80:4172:8735:0:39:f0d9:7901,46073,2a03:1b20:a:f011::e209,55036,"","",404205229943232231,01/06/2026 15:45:48,01/06/2026 15:45:48,0,141,176,203.88.30.32,362425970,www,"",2402:3a80:4172:8735:0:39:f0d9:7901,404205229943232231,4G,IPV6,N,DYNAMIC
3809,405799428182980,8667750615939920,7039159166,"",2402:3a80:1383:2cfc:0:41:67a1:3c01,56642,2a03:1b20:a:f011::e401,8388,"","",404205227741267813,01/06/2026 15:10:29,01/06/2026 15:10:29,0,477,163,203.88.3.120,408557857,internet,"",2402:3a80:1383:2cfc:0:41:67a1:3c01,404205227741267813,4G,IPV6,N,DYNAMIC
3956,404860422864307,8635100563409816,7448682905,"",2402:3a80:0ce5:78fd:0000:0000:090a:9cb7,37000,2a03:1b20:a:f011::::e401,8388,"","",404072410841012732,01/06/2026 15:12:57,01/06/2026 15:16:51,330,10370658,98213551,203.88.19.138,2023526580,www,10.194.211.200,2402:3a80:0ce5:78fd:0000:0000:090a:9cb7,404072410841012732,4G,IPv4v6,N,DYNAMIC
5136,404300270239514,8602230730241484,9804676489,"",2402:3a80:1cd5:d5f6:2113:1c99:b476:2ead,34475,2a03:1b20:a:f011::::e015,8107,"","",404305751340294333,01/06/2026 15:33:29,01/06/2026 15:34:30,589,1854855,7301347,203.88.21.17,1614316309,www,10.93.158.67,2402:3a80:1cd5:d5f6:0678:5634:1232:5476,404305751340294333,4G,IPv4v6,N,DYNAMIC
5568,404205900541401,8671820685396300,9769935466,"",2402:3a80:42a0:f066:0:1b:2dca:9e01,52910,2a03:1b20:a:f011::e024,6881,"","",40420522367103741,01/06/2026 15:41:21,01/06/2026 15:41:21,0,540,163,203.88.30.129,170986502,www,"",2402:3a80:42a0:f066:0:1b:2dca:9e01,40420522367103741,4G,IPV6,N,DYNAMIC
1034,404438052241407,8644830717870329,9751860160,"",2402:3a80:132c:76d2:0:1d:432e:d901,48545,2a03:1b20:a:f011::e204,35378,"","",404435451785788622,01/06/2026 14:17:59,01/06/2026 14:17:59,0,604,163,203.88.18.64,182908279,www,"",2402:3a80:132c:76d2:0:1d:432e:d901,404435451785788622,4G,IPV6,N,DYNAMIC
3737,405755643144318,8660880585578400,7642830413,"",2402:3a80:1c53:4105:0778:5634:1232:5476,56069,2a03:1b20:a:f011::::e401,8388,"","",405755539538018410,01/06/2026 15:08:57,01/06/2026 15:26:29,1800,7670721,180607166,203.88.20.197,1881586933,www,10.102.105.19,2402:3a80:1c53:4105:0778:5634:1232:5476,405755539538018410,4G,IPv4v6,N,DYNAMIC
6592,404205912352013,3542564112412901,8657990031,"",2402:3a80:4173:c207:0:48:1587:2101,6881,2a03:1b20:a:f011::e302,6635,"","",404205230543128813,01/06/2026 15:59:44,01/06/2026 15:59:44,0,603,152,203.88.30.32,539655947,www,"",2402:3a80:4173:c207:0:48:1587:2101,404205230543128813,4G,IPV6,N,DYNAMIC
3332,405848300221746,8617530648123778,8981330078,"",2402:3a80:1994:fff2:444c:a0ff:fe7e:3ca5,50036,2a03:1b20:a:f011::::e015,8107,"","",404305722240213322,01/06/2026 15:01:08,01/06/2026 15:10:15,1233,0,101675,203.88.14.9,807535797,internet,10.10.240.164,2402:3a80:1994:fff2:0378:5634:1232:5476,404305722240213322,4G,IPv4v6,N,DYNAMIC
2777,404466101667556,8637690552647205,8594040230,"",2402:3a80:445a:5a99:0:54:dd25:c701,56904,2a03:1b20:a:f011::e004,51413,"","",40419562778039051,01/06/2026 14:50:50,01/06/2026 14:50:50,0,0,145,112.79.96.160,962050334,www,"",2402:3a80:445a:5a99:0:54:dd25:c701,40419562778039051,4G,IPV6,N,DYNAMIC
4263,405752729352497,8605520890858607,6207552824,"",2402:8100:264e:2840:4cc6:87ff:fe37:9a66,45860,2a03:1b20:a:f011::::e401,8388,"","",4057015083497481,01/06/2026 15:18:06,01/06/2026 15:23:09,1800,13330362,163853681,112.110.108.163,2149041701,www,10.67.172.81,2402:8100:264e:2840:0878:5634:1232:5476,4057015083497481,4G,IPv4v6,N,DYNAMIC
3897,404045590092389,3566641317833818,7065111525,"",2402:8100:27f8:9fd0:0:23:d362:6a01,44977,2a03:1b20:a:f011::e405,64395,"","",404115254242229921,01/06/2026 15:12:02,01/06/2026 15:12:04,2,582,420,112.110.64.137,225315564,internet,"",2402:8100:27f8:9fd0:0:23:d362:6a01,404115254242229921,4G,IPV6,Y,DYNAMIC
154,404071758468889,8671210824953074,8099740401,"",2402:8100:21f7:5bde:201f:0bff:fe78:0cb8,45854,2a03:1b20:a:f011::::e316,51413,"","",40407240394230232,01/06/2026 14:01:08,01/06/2026 14:23:18,1800,2379105,23071851,112.110.100.31,1983204827,internet,10.110.240.116,2402:8100:21f7:5bde:0000:0000:04e8:d84b,40407240394230232,4G,IPv4v6,N,DYNAMIC
747,405672382060021,8617970711775486,7718319527,"",2402:3a80:4338:4261:bc6c:2dff:fe75:2efb,48033,2a03:1b20:a:f011::::e302,6635,"","",405675703741326011,01/06/2026 14:13:03,01/06/2026 14:38:59,1800,9639326,14693584,203.88.18.188,1879499221,www,10.11.25.249,2402:3a80:4338:4261:0778:5634:1232:5476,405675703741326011,4G,IPv4v6,N,DYNAMIC
1402,404196100403199,8677910629192167,9747587289,"",2402:3a80:1cb3:24f:0:37:bdbc:7801,45101,2a03:1b20:a:f011::e00a,2097,"","",404195587580130173,01/06/2026 14:25:51,01/06/2026 14:25:51,0,0,163,203.88.29.2,349428143,internet,"",2402:3a80:1cb3:24f:0:37:bdbc:7801,404195587580130173,4G,IPV6,N,DYNAMIC
1499,405852415574222,8646840460383881,9943598721,"",2402:3a80:424d:8765:0:69:8b7d:8401,31598,2a03:1b20:a:f011::e319,53975,"","",404605952885385522,01/06/2026 14:27:27,01/06/2026 14:27:27,0,0,163,203.88.1.90,1676455940,internet,"",2402:3a80:424d:8765:0:69:8b7d:8401,404605952885385522,4G,IPV6,N,DYNAMIC
3664,404242000750060,8628690616566978,9714366734,"",2402:3a80:4429:9752:0:30:a24a:ab01,45464,2a03:1b20:a:f011::e316,51413,"","",40405512904635293,01/06/2026 15:07:18,01/06/2026 15:07:18,0,141,176,203.88.19.32,305523994,internet,"",2402:3a80:4429:9752:0:30:a24a:ab01,40405512904635293,4G,IPV6,N,DYNAMIC
1125,405852802686866,8651790471451400,9514435366,"",2402:3a80:51:83ed:0:20:9009:6501,6881,2a03:1b20:a:f011::e401,8388,"","",40443543248550771,01/06/2026 14:19:44,01/06/2026 14:19:44,0,467,163,203.88.28.129,203335046,internet,"",2402:3a80:51:83ed:0:20:9009:6501,40443543248550771,4G,IPV6,N,DYNAMIC
324,404466089260538,8615420660083385,9846228593,"",2402:3a80:4490:38cf:0:25:5c2b:6001,51139,2a03:1b20:a:f011::e401,8388,"","",404195825447113623,01/06/2026 14:04:21,01/06/2026 14:04:21,0,152,0,112.79.96.224,233245152,www,"",2402:3a80:4490:38cf:0:25:5c2b:6001,404195825447113623,4G,IPV6,N,DYNAMIC
4437,404844256217737,3539349904612601,9962065981,"",2402:3a80:43d:b968:0:5e:1a33:7901,38263,2a03:1b20:a:f011::e00d,51413,"","",404435461485207621,01/06/2026 15:20:56,01/06/2026 15:21:23,27,0,290,203.88.2.211,1281585794,www,"",2402:3a80:43d:b968:0:5e:1a33:7901,404435461485207621,4G,IPV6,N,DYNAMIC
3190,404205912689661,3505598730078201,9619831310,"",2402:3a80:4190:5981:0:15:e39b:8a01,56707,2a03:1b20:a:f011::e324,49656,"","",404205230043560621,01/06/2026 14:58:24,01/06/2026 14:58:24,0,0,163,203.88.30.32,137023319,www,"",2402:3a80:4190:5981:0:15:e39b:8a01,404205230043560621,4G,IPV6,N,DYNAMIC
1134,404438006373208,3569423356651751,7639155975,"",2402:3a80:38:5327:0:46:5ba6:5901,27530,2a03:1b20:a:f011::e302,6635,"","",404435478743477423,01/06/2026 14:19:56,01/06/2026 14:19:56,0,0,152,203.88.28.129,484871306,www,"",2402:3a80:38:5327:0:46:5ba6:5901,404435478743477423,4G,IPV6,N,DYNAMIC
1720,404045495742951,8646900663981355,9891936612,"",2402:8100:31d2:8acc:0:a:dac7:1b01,47811,2a03:1b20:a:f011::e00d,51413,"","",404114001046089152,01/06/2026 14:31:56,01/06/2026 14:31:56,0,0,145,112.110.64.137,68786874,internet,"",2402:8100:31d2:8acc:0:a:dac7:1b01,404114001046089152,4G,IPV6,N,DYNAMIC
4686,404051845674175,3541983407740401,9723348605,"",2402:3a80:4632:c7ac:0:24:2036:5f01,53695,2a03:1b20:a:f011::e026,8694,"","",40405250078066180,01/06/2026 15:25:40,01/06/2026 15:25:40,0,477,163,203.88.12.64,226290730,www,"",2402:3a80:4632:c7ac:0:24:2036:5f01,40405250078066180,4G,IPV6,N,DYNAMIC
289,404438052241407,8644830717870329,9751860160,"",2402:3a80:132c:76d2:0:1d:432e:d901,48545,2a03:1b20:a:f011::e204,35378,"","",404435451785788622,01/06/2026 14:03:46,01/06/2026 14:03:47,1,139,192,203.88.18.64,182908279,www,"",2402:3a80:132c:76d2:0:1d:432e:d901,404435451785788622,4G,IPV6,N,DYNAMIC
3752,404051710272994,3547809043262509,6354294268,"",2402:8100:2690:8981:0:45:d360:4001,56808,2a03:1b20:a:f011::e324,49656,"","",404052505980376531,01/06/2026 15:09:14,01/06/2026 15:09:14,0,139,210,112.110.108.192,469113307,iphone,"",2402:8100:2690:8981:0:45:d360:4001,404052505980376531,4G,IPV6,Y,DYNAMIC
2282,404242410393391,8677970755404127,7046312264,"",2402:3a80:15a6:6416:0:4b:e5d3:ca01,41663,2a03:1b20:a:f011::e015,8107,"","",40405511315284743,01/06/2026 14:42:00,01/06/2026 14:42:00,0,138,209,112.110.84.40,658594777,internet,"",2402:3a80:15a6:6416:0:4b:e5d3:ca01,40405511315284743,4G,IPV6,N,DYNAMIC
5553,404071749558067,8671040507079700,8367006259,"",2402:8100:2956:b16e:0000:0000:04ea:6fcf,37000,2a03:1b20:a:f011::::e432,6881,"","",40407241094635113,01/06/2026 15:41:04,01/06/2026 15:41:12,1800,188520,323456,112.110.100.31,2809524462,internet,10.142.175.7,2402:8100:2956:b16e:0000:0000:04ea:6fcf,40407241094635113,4G,IPv4v6,N,DYNAMIC
221,404205062299012,3547729502979901,8879765664,"",2402:3a80:4163:b636:0:4a:4bd8:d701,40916,2a03:1b20:a:f011::e302,6635,"","",404205208741305112,01/06/2026 14:02:37,01/06/2026 14:02:37,0,467,163,203.88.30.32,608424964,www,"",2402:3a80:4163:b636:0:4a:4bd8:d701,404205208741305112,4G,IPV6,N,DYNAMIC
3433,405848244521248,3503658702638601,8478045595,"",2402:3a80:1994:7408:0378:5634:1232:5476,54909,2a03:1b20:a:f011::::e00d,51413,"","",404305723040205922,01/06/2026 15:02:54,01/06/2026 15:15:35,1795,4053291,61888029,203.88.14.9,807741333,internet,10.10.232.163,2402:3a80:1994:7408:0378:5634:1232:5476,404305723040205922,4G,IPv4v6,N,DYNAMIC
5539,404205906324254,8623290816117506,9637356087,"",2402:3a80:4193:209c:0:6:1802:601,48164,2a03:1b20:a:f011::e005,51413,"","",404205230153614933,01/06/2026 15:40:56,01/06/2026 15:40:56,0,152,0,203.88.30.32,38236964,www,"",2402:3a80:4193:209c:0:6:1802:601,404205230153614933,4G,IPV6,N,DYNAMIC
2625,404051816028656,3538564634914301,9825786168,"",2402:3a80:15b1:11f3:0:4a:4b93:8b01,50562,2a03:1b20:a:f011::e305,51413,"","",40405200635215982,01/06/2026 14:48:11,01/06/2026 14:48:11,0,141,176,112.110.84.40,608262391,www,"",2402:3a80:15b1:11f3:0:4a:4b93:8b01,40405200635215982,4G,IPV6,N,DYNAMIC
2192,404205971254648,8628040588041769,9372999124,"",2402:3a80:6d9:de22:0:49:8e52:3b01,34180,2a03:1b20:a:f011::e015,8107,"","",404205233943131112,01/06/2026 14:40:03,01/06/2026 14:40:03,0,152,0,203.88.4.216,585873184,www,"",2402:3a80:6d9:de22:0:49:8e52:3b01,404205233943131112,4G,IPV6,N,DYNAMIC
4818,404242303493703,8660220711941732,9737233463,"",2402:8100:27d3:a96:0:1:3841:bd01,44572,2a03:1b20:a:f011::e401,8388,"","",404055968179039211,01/06/2026 15:28:01,01/06/2026 15:28:01,0,498,0,112.110.108.193,9251238,internet,"",2402:8100:27d3:a96:0:1:3841:bd01,404055968179039211,4G,IPV6,N,DYNAMIC
2588,404242402967796,8640170790712359,9737508180,"",2402:3a80:466c:503e:0:a:7ebe:6401,48524,2a03:1b20:a:f011::e015,8107,"","",40405599028040542,01/06/2026 14:47:34,01/06/2026 14:47:34,0,138,209,203.88.12.129,66438294,internet,"",2402:3a80:466c:503e:0:a:7ebe:6401,40405599028040542,4G,IPV6,N,DYNAMIC
3134,404438032536829,3520532614117801,8190081800,"",2402:3a80:1914:5346:0000:0000:0000:0002,44963,2a03:1b20:000a:f011:0000:0000:0000:e319,53975,2402:3a80:1914:5346:0000:0000:0000:0002,44963,40443217698059,01/06/2026 14:57:27,01/06/2026 15:01:38,251,152,0,112.110.105.12,219560547,www.40443-4g,10.118.4.139,2402:3a80:1914:5346:0000:0000:0000:0000,40443217698059,4G,IPv4v6,N,DYNAMIC
6100,404242408438009,8680980530096013,7359930170,"",2402:3a80:15b5:4903:0:25:6492:4601,46561,2a03:1b20:a:f011::e61c,53666,"","",40405512114454741,01/06/2026 15:50:54,01/06/2026 15:50:54,0,478,163,112.110.84.40,233439754,internet,"",2402:3a80:15b5:4903:0:25:6492:4601,40405512114454741,4G,IPV6,N,DYNAMIC
1552,404051849710163,8677910620443167,7573035439,"",2402:3a80:e52:673b:0:9:9a25:1f01,41304,2a03:1b20:a:f011::e204,35378,"","",404052508780380430,01/06/2026 14:29:03,01/06/2026 14:29:03,0,0,163,203.88.4.152,60334109,www,"",2402:3a80:e52:673b:0:9:9a25:1f01,404052508780380430,4G,IPV6,N,DYNAMIC
6368,404113722706937,8625270600650501,9811345837,"",2402:3a80:4384:657c:0:23:cae1:9201,50360,2a03:1b20:a:f011::e401,8388,"","",404566006940582621,01/06/2026 15:56:20,01/06/2026 15:56:20,0,138,209,203.88.29.128,224280654,www,"",2402:3a80:4384:657c:0:23:cae1:9201,404566006940582621,4G,IPV6,N,DYNAMIC
5662,405852553549679,8637060520268378,7448311305,"",2402:3a80:8:b754:0:39:efda:fe01,51894,2a03:1b20:a:f011::e324,49656,"","",40443546578576830,01/06/2026 15:42:48,01/06/2026 15:42:48,0,468,163,203.88.28.128,363367877,internet,"",2402:3a80:8:b754:0:39:efda:fe01,40443546578576830,4G,IPV6,N,DYNAMIC
4178,404051850330244,3510051929190301,7874109662,"",2402:3a80:4503:378d:0:46:f0b9:cf01,6881,2a03:1b20:a:f011::e401,8388,"","",40405250838031892,01/06/2026 15:16:40,01/06/2026 15:16:40,0,138,209,112.79.97.96,504193120,www,"",2402:3a80:4503:378d:0:46:f0b9:cf01,40405250838031892,4G,IPV6,N,DYNAMIC
6272,404466202591667,8608350700944540,9567319885,"",2402:3a80:1e09:884a:0:33:56ec:c101,40311,2a03:1b20:a:f011::e42e,60066,"","",40419560928031431,01/06/2026 15:54:10,01/06/2026 15:54:10,0,152,0,203.88.29.1,322240097,www,"",2402:3a80:1e09:884a:0:33:56ec:c101,40419560928031431,4G,IPV6,N,DYNAMIC
3891,404466089260538,8615420660083385,9846228593,"",2402:3a80:4490:38cf:0:25:5c2b:6001,51139,2a03:1b20:a:f011::e401,8388,"","",404195825447113623,01/06/2026 15:11:57,01/06/2026 15:11:57,0,0,163,112.79.96.224,233245152,www,"",2402:3a80:4490:38cf:0:25:5c2b:6001,404195825447113623,4G,IPV6,N,DYNAMIC
1263,404113724173009,8642140643129437,9899963251,"",2402:3a80:41c3:a05c:0:4f:9f2f:ca01,52744,2a03:1b20:a:f011::e024,6881,"","",404115254546002953,01/06/2026 14:22:45,01/06/2026 14:22:45,0,138,209,112.110.84.55,781354468,www,"",2402:3a80:41c3:a05c:0:4f:9f2f:ca01,404115254546002953,4G,IPV6,N,DYNAMIC
6468,404051853645583,8683720343991001,6357929340,"",2402:8100:27a1:49fd:0:38:59a8:5a01,37767,2a03:1b20:a:f011::e00a,2097,"","",404052505340551822,01/06/2026 15:57:46,01/06/2026 15:57:46,0,0,163,112.110.108.193,354013263,www,"",2402:8100:27a1:49fd:0:38:59a8:5a01,404052505340551822,4G,IPV6,N,DYNAMIC
4342,404438006373208,3569423356651751,7639155975,"",2402:3a80:38:5327:0:46:5ba6:5901,27530,2a03:1b20:a:f011::e302,6635,"","",404435478743471722,01/06/2026 15:19:19,01/06/2026 15:19:19,0,0,152,203.88.28.129,484871306,www,"",2402:3a80:38:5327:0:46:5ba6:5901,404435478743471722,4G,IPV6,N,DYNAMIC
1247,404113720686702,3510725052872121,9599621584,"",2402:8100:267a:549f:0:42:320d:1701,53265,2a03:1b20:a:f011::e01c,6881,"","",404115266146328413,01/06/2026 14:22:12,01/06/2026 14:22:12,0,0,163,112.110.64.136,414444459,iphone,"",2402:8100:267a:549f:0:42:320d:1701,404115266146328413,4G,IPV6,N,DYNAMIC
1302,405852708585010,8628070672312600,7448636490,"",2402:3a80:4581:6acd:0:20:5185:e901,35304,2a03:1b20:a:f011::e302,6635,"","",404435462785323430,01/06/2026 14:23:38,01/06/2026 14:23:38,0,0,163,112.79.98.32,202138740,internet,"",2402:3a80:4581:6acd:0:20:5185:e901,404435462785323430,4G,IPV6,N,DYNAMIC
2743,404051815466784,8621450794788409,9913183608,"",2402:3a80:4613:9e7:0:48:2f32:8501,48292,2a03:1b20:a:f011::e305,51413,"","",40405250428002511,01/06/2026 14:50:07,01/06/2026 14:50:07,0,470,145,203.88.12.64,543144356,www,"",2402:3a80:4613:9e7:0:48:2f32:8501,40405250428002511,4G,IPV6,N,DYNAMIC
6169,404242406831046,3518094273738901,8140354538,"",2402:3a80:4621:9ec7:0:4b:33e:d401,39962,2a03:1b20:a:f011::e61c,7906,"","",40405250068308050,01/06/2026 15:52:04,01/06/2026 15:52:04,0,138,209,203.88.12.64,630720847,internet,"",2402:3a80:4621:9ec7:0:4b:33e:d401,40405250068308050,4G,IPV6,N,DYNAMIC
2127,404205050618856,8674280647613571,8291334402,"",2402:3a80:4194:e30f:0:46:65ef:e101,43656,2a03:1b20:a:f011::e632,51286,"","",40420522497115252,01/06/2026 14:39:08,01/06/2026 14:39:08,0,139,210,203.88.30.32,487159987,www,"",2402:3a80:4194:e30f:0:46:65ef:e101,40420522497115252,4G,IPV6,N,DYNAMIC
